id_pedido,id_cliente,data_pedido,forma_pagamento,status_pedido,id_localizacao,desconto,frete
2431,3838,2021-11-26,Pix,Entregue,206,0,24.86
2432,3156,2023-02-02,Pix,Entregue,181,0,17.68
2433,4205,2025-05-17,Pix,Entregue,181,20,16.85
2434,3161,2020-07-02,Cartão de Crédito,Entregue,101,15,39.2
2435,1688,2020-08-02,Pix,Entregue,268,25,40.88
2436,3448,2020-08-30,Cartão de Crédito,Entregue,88,25,13.78
2437,735,2022-11-24,Boleto,Entregue,151,0,37.27
2438,2544,2020-07-21,Pix,Entregue,210,10,40.75
2439,1042,2026-01-20,Pix,Entregue,135,10,15.53
2440,4607,2021-11-15,Cartão de Crédito,Pago,251,15,14.51
2441,3262,2024-02-09,Cartão de Débito,Enviado,101,15,44.82
2442,3342,2024-09-30,Pix,Enviado,104,0,14.2
2443,1723,2022-12-08,Cartão de Crédito,Entregue,252,15,18.68
2444,4263,2022-03-31,Pix,Pago,231,5,9.33
2445,4016,2022-03-12,Pix,Pendente,152,0,42.79
2446,2933,2025-05-02,Pix,Entregue,123,0,9.44
2447,841,2021-07-26,Pix,Entregue,183,20,30.06
2448,2909,2022-11-28,Boleto,Entregue,260,5,31.23
2449,2164,2023-08-01,Pix,Entregue,184,15,12.61
2450,4097,2020-05-12,Cartão de Crédito,Entregue,130,0,15.7
2451,3222,2022-02-17,Cartão de Crédito,Entregue,108,5,15.11
2452,2796,2024-12-25,Pix,Entregue,254,0,21.1
2453,4581,2025-04-06,Cartão de Crédito,Entregue,48,0,40.52
2454,4779,2022-08-11,Cartão de Crédito,Entregue,256,0,30.19
2455,3577,2025-07-22,Cartão de Crédito,Entregue,20,5,32.71
2456,684,2020-02-05,Pix,Entregue,252,15,27.23
2457,3712,2022-05-13,Cartão de Débito,Entregue,101,30,36.68
2458,4367,2024-02-20,Pix,Entregue,78,20,13.98
2459,691,2023-06-02,Cartão de Crédito,Enviado,52,20,35.16
2460,2898,2024-12-02,Boleto,Entregue,176,0,25.06
2461,4996,2025-01-22,Cartão de Débito,Entregue,90,10,41.36
2462,2732,2021-11-15,Cartão de Crédito,Cancelado,131,30,24.03
2463,2233,2020-07-14,Cartão de Crédito,Enviado,159,0,19.73
2464,117,2020-11-20,Cartão de Crédito,Entregue,57,0,43.9
2465,1497,2021-12-04,Pix,Entregue,72,5,33.88
2466,2370,2021-06-02,Pix,Entregue,185,10,13.11
2467,1522,2025-01-26,Cartão de Crédito,Pago,120,0,29.03
2468,3148,2024-05-15,Pix,Enviado,252,0,30.4
2469,126,2024-11-18,Boleto,Pago,153,15,31.04
2470,1932,2021-04-25,Cartão de Débito,Pendente,171,5,26.46
2471,3921,2023-11-16,Pix,Entregue,221,25,13.12
2472,1636,2022-02-02,Boleto,Entregue,103,25,36.25
2473,4999,2023-04-05,Cartão de Crédito,Entregue,8,20,32.27
2474,1739,2020-03-13,Pix,Entregue,239,10,33.58
2475,3121,2023-11-04,Pix,Entregue,188,5,22.83
2476,2470,2023-08-23,Cartão de Crédito,Entregue,255,15,33.42
2477,4884,2024-07-22,Pix,Entregue,104,5,20.82
2478,3175,2023-04-20,Pix,Entregue,254,0,19.97
2479,3771,2025-08-22,Cartão de Crédito,Entregue,189,0,22.8
2480,2207,2021-04-16,Cartão de Crédito,Entregue,189,20,15.44
2481,2143,2023-07-07,Cartão de Crédito,Entregue,11,25,30.61
2482,4210,2024-07-30,Cartão de Débito,Entregue,51,5,16.16
2483,3417,2025-06-05,Pix,Pago,255,10,31.05
2484,341,2022-05-05,Pix,Entregue,225,20,9.08
2485,4111,2025-02-20,Pix,Enviado,237,0,28.93
2486,3020,2021-11-26,Cartão de Crédito,Cancelado,81,25,27.53
2487,355,2024-09-30,Cartão de Débito,Pago,231,5,18.57
2488,1742,2020-04-10,Boleto,Pago,66,15,31.62
2489,289,2025-03-18,Cartão de Débito,Entregue,251,30,13.55
2490,983,2022-09-14,Cartão de Crédito,Enviado,90,25,42.02
2491,3597,2026-03-08,Cartão de Crédito,Entregue,23,0,17.1
2492,4860,2024-04-18,Cartão de Débito,Entregue,78,10,17.46
2493,2219,2022-03-21,Cartão de Débito,Entregue,253,0,19.45
2494,3597,2021-08-01,Cartão de Crédito,Entregue,259,0,36.09
2495,2373,2020-12-10,Cartão de Débito,Entregue,235,25,29.86
2496,2766,2020-01-06,Pix,Cancelado,218,0,40.12
2497,4839,2021-11-11,Boleto,Entregue,239,30,18.4
2498,3347,2022-01-02,Cartão de Crédito,Enviado,101,0,42.94
2499,1605,2025-06-30,Pix,Entregue,259,10,10.83
2500,1436,2024-08-24,Pix,Entregue,33,0,21.32
2501,4236,2020-10-27,Pix,Enviado,21,20,23.19
2502,481,2021-02-15,Cartão de Débito,Entregue,129,15,27.29
2503,436,2021-01-19,Pix,Enviado,101,5,40.93
2504,2218,2020-07-16,Cartão de Crédito,Entregue,229,5,38.05
2505,1171,2025-01-29,Pix,Entregue,255,30,28.57
2506,4357,2022-07-29,Cartão de Crédito,Entregue,107,0,8.47
2507,4237,2021-11-05,Cartão de Crédito,Entregue,11,30,14.39
2508,172,2023-01-27,Cartão de Crédito,Entregue,122,10,13.43
2509,4749,2020-03-05,Cartão de Crédito,Entregue,130,5,17.13
2510,2983,2020-12-31,Pix,Entregue,151,20,39.78
2511,871,2024-05-07,Cartão de Crédito,Pago,153,10,37.46
2512,4278,2025-06-24,Cartão de Crédito,Pago,252,0,26.94
2513,2085,2022-11-14,Pix,Pendente,253,25,35.97
2514,3359,2022-03-13,Pix,Cancelado,153,0,23.1
2515,560,2020-04-27,Cartão de Débito,Entregue,251,30,42.1
2516,4470,2024-01-26,Cartão de Débito,Entregue,115,10,34.89
2517,1302,2024-09-02,Cartão de Crédito,Pendente,110,10,11.73
2518,3756,2021-04-04,Pix,Pendente,208,0,11.87
2519,4667,2024-09-27,Pix,Pendente,176,20,14.75
2520,1947,2022-02-07,Cartão de Débito,Entregue,108,10,27.81
2521,2072,2022-04-16,Cartão de Crédito,Pago,101,25,27.99
2522,28,2020-09-21,Cartão de Crédito,Entregue,51,5,8.36
2523,4014,2024-09-17,Cartão de Crédito,Pendente,102,0,11.92
2524,4,2021-08-29,Cartão de Crédito,Entregue,64,0,30.6
2525,4618,2020-01-29,Cartão de Crédito,Entregue,101,0,27.1
2526,4347,2026-01-24,Cartão de Crédito,Pendente,181,0,23.28
2527,3892,2020-09-29,Pix,Entregue,177,10,42.53
2528,4459,2020-12-26,Cartão de Crédito,Entregue,152,0,37.41
2529,2769,2020-06-16,Pix,Pago,101,0,28.11
2530,1646,2025-11-22,Pix,Entregue,174,10,40.4
2531,4407,2023-06-22,Cartão de Crédito,Entregue,190,0,42.62
2532,2556,2025-04-28,Pix,Entregue,227,25,42.3
2533,3945,2022-07-19,Cartão de Crédito,Entregue,185,15,36.73
2534,2040,2022-01-01,Boleto,Entregue,70,15,18.95
2535,1542,2020-08-22,Boleto,Entregue,124,0,33.72
2536,3050,2021-04-28,Cartão de Crédito,Entregue,251,0,19.78
2537,212,2023-11-20,Cartão de Crédito,Entregue,179,15,8.86
2538,339,2024-03-13,Cartão de Crédito,Entregue,59,0,8.8
2539,1466,2022-05-18,Pix,Entregue,231,5,31.76
2540,1774,2021-09-17,Boleto,Entregue,142,0,16.41
2541,2220,2024-03-19,Pix,Entregue,45,0,43.8
2542,4601,2025-09-12,Cartão de Débito,Entregue,207,25,40.12
2543,3004,2020-12-25,Pix,Entregue,125,5,17.82
2544,2834,2021-08-14,Boleto,Entregue,185,0,11.2
2545,4586,2025-05-13,Cartão de Crédito,Entregue,154,5,29.62
2546,4292,2026-01-08,Boleto,Pago,178,25,26.0
2547,4142,2025-11-07,Cartão de Crédito,Entregue,154,0,43.21
2548,2658,2025-04-11,Pix,Pago,222,20,15.74
2549,704,2021-06-27,Cartão de Crédito,Entregue,259,30,12.64
2550,3500,2023-07-13,Pix,Pago,120,0,36.98
2551,2867,2022-08-28,Pix,Pendente,84,15,21.67
2552,3065,2023-10-03,Cartão de Crédito,Entregue,256,25,28.77
2553,677,2022-05-27,Pix,Entregue,155,10,30.23
2554,2581,2023-09-25,Pix,Entregue,107,5,13.54
2555,544,2026-03-01,Cartão de Crédito,Entregue,116,10,31.08
2556,3196,2025-10-14,Pix,Cancelado,74,25,41.02
2557,1553,2025-03-24,Boleto,Entregue,251,30,18.23
2558,231,2023-05-01,Pix,Entregue,171,20,18.77
2559,2462,2024-05-11,Pix,Enviado,200,10,37.48
2560,4800,2022-10-03,Cartão de Crédito,Entregue,158,0,13.3
2561,790,2021-07-21,Pix,Entregue,85,10,9.19
2562,2720,2021-11-07,Pix,Entregue,214,25,26.43
2563,1685,2021-12-21,Pix,Entregue,257,25,26.85
2564,2102,2025-12-18,Cartão de Crédito,Entregue,102,0,38.23
2565,3942,2022-08-25,Pix,Entregue,253,20,40.76
2566,3438,2026-02-12,Pix,Entregue,252,0,13.52
2567,979,2022-12-30,Cartão de Débito,Entregue,260,20,24.67
2568,1528,2023-05-14,Pix,Enviado,187,25,20.06
2569,3063,2024-08-27,Pix,Entregue,119,0,19.04
2570,3517,2022-08-03,Cartão de Crédito,Entregue,232,30,15.91
2571,120,2022-02-26,Pix,Entregue,35,0,21.99
2572,582,2021-09-25,Cartão de Crédito,Entregue,41,30,36.91
2573,4044,2020-06-20,Pix,Entregue,46,0,34.94
2574,2189,2022-06-22,Pix,Entregue,140,5,29.5
2575,362,2020-01-17,Pix,Cancelado,259,15,16.72
2576,404,2025-12-07,Cartão de Crédito,Entregue,231,25,12.31
2577,4631,2021-02-12,Pix,Entregue,129,20,23.49
2578,4118,2024-02-04,Pix,Entregue,174,5,12.48
2579,2502,2023-10-25,Boleto,Entregue,258,25,37.03
2580,2572,2024-11-01,Cartão de Crédito,Entregue,143,10,23.23
2581,111,2021-03-25,Cartão de Crédito,Entregue,190,30,18.04
2582,1479,2021-08-26,Cartão de Crédito,Entregue,107,5,16.26
2583,1713,2022-08-21,Pix,Entregue,181,25,22.98
2584,414,2020-05-26,Pix,Cancelado,253,30,41.2
2585,1956,2022-05-31,Pix,Entregue,81,0,18.55
2586,1846,2020-12-19,Pix,Entregue,250,30,9.77
2587,2773,2025-03-02,Pix,Entregue,110,5,35.21
2588,3180,2026-01-04,Pix,Entregue,162,30,11.24
2589,1850,2021-10-20,Boleto,Entregue,247,0,25.39
2590,2961,2022-02-27,Cartão de Débito,Pago,43,25,11.07
2591,3180,2021-11-06,Pix,Pago,84,0,24.07
2592,3181,2020-02-13,Cartão de Crédito,Pago,83,0,38.33
2593,2566,2025-08-20,Cartão de Crédito,Entregue,41,25,19.91
2594,3312,2021-05-06,Cartão de Crédito,Entregue,152,10,41.35
2595,3409,2021-09-19,Cartão de Débito,Entregue,103,5,37.59
2596,4521,2025-02-27,Boleto,Entregue,106,10,30.83
2597,2378,2026-02-15,Cartão de Crédito,Enviado,181,0,24.3
2598,4112,2020-11-19,Cartão de Crédito,Entregue,11,25,24.72
2599,357,2021-12-15,Cartão de Débito,Entregue,259,25,19.5
2600,4330,2020-01-24,Cartão de Débito,Pago,251,0,16.42
2601,2264,2026-02-20,Pix,Entregue,232,5,38.88
2602,1207,2022-12-27,Cartão de Crédito,Cancelado,106,15,21.96
2603,4468,2022-03-14,Pix,Enviado,183,10,26.03
2604,3780,2021-05-01,Cartão de Crédito,Entregue,237,30,37.17
2605,3080,2023-11-24,Cartão de Crédito,Enviado,45,20,28.11
2606,4754,2021-04-29,Cartão de Débito,Pago,49,25,40.16
2607,2429,2026-01-16,Cartão de Crédito,Entregue,133,15,30.22
2608,3371,2025-11-18,Pix,Entregue,256,5,28.94
2609,1440,2024-11-12,Cartão de Débito,Entregue,225,25,17.1
2610,3768,2022-05-10,Pix,Entregue,251,25,33.18
2611,2839,2023-09-28,Cartão de Crédito,Entregue,129,5,10.04
2612,4769,2020-10-07,Cartão de Débito,Entregue,67,0,14.97
2613,2512,2023-04-17,Cartão de Crédito,Pendente,85,25,8.11
2614,916,2024-12-06,Cartão de Crédito,Entregue,131,20,16.87
2615,386,2022-10-23,Cartão de Crédito,Enviado,260,20,43.67
2616,3109,2021-11-02,Pix,Entregue,234,0,39.35
2617,507,2020-09-15,Cartão de Crédito,Entregue,156,0,8.27
2618,4983,2026-03-04,Pix,Entregue,170,0,44.72
2619,2560,2024-04-25,Pix,Entregue,260,0,42.72
2620,2830,2024-01-31,Boleto,Cancelado,101,5,42.54
2621,2472,2020-12-22,Pix,Entregue,103,20,15.39
2622,3658,2023-04-21,Cartão de Débito,Entregue,182,0,10.38
2623,162,2024-05-28,Cartão de Débito,Entregue,156,25,25.96
2624,1227,2023-01-27,Boleto,Entregue,12,0,33.35
2625,4676,2020-03-11,Pix,Enviado,151,30,18.26
2626,1675,2021-08-16,Pix,Entregue,191,0,40.03
2627,2174,2025-04-17,Cartão de Crédito,Entregue,57,0,31.94
2628,1731,2022-09-06,Pix,Entregue,237,20,12.7
2629,981,2021-03-31,Cartão de Crédito,Entregue,9,0,13.18
2630,924,2025-09-29,Cartão de Crédito,Entregue,190,15,12.29
2631,4695,2024-11-23,Pix,Entregue,256,0,16.77
2632,3538,2021-11-17,Cartão de Crédito,Entregue,55,10,44.32
2633,849,2022-12-27,Pix,Pago,116,30,14.13
2634,3164,2026-02-20,Cartão de Crédito,Entregue,260,25,8.14
2635,1160,2021-10-27,Pix,Entregue,181,20,15.4
2636,4436,2023-02-21,Pix,Entregue,176,0,24.38
2637,29,2023-11-10,Cartão de Crédito,Entregue,172,15,14.75
2638,1051,2023-01-03,Cartão de Crédito,Entregue,102,15,12.39
2639,4455,2021-05-10,Pix,Entregue,137,0,20.81
2640,2464,2022-03-10,Boleto,Entregue,154,10,28.27
2641,2855,2021-12-05,Cartão de Crédito,Entregue,169,0,19.94
2642,175,2025-04-25,Cartão de Crédito,Entregue,89,0,14.33
2643,943,2020-01-17,Pix,Entregue,88,15,33.11
2644,4760,2021-06-19,Pix,Entregue,240,0,8.57
2645,3798,2025-09-30,Cartão de Débito,Entregue,141,10,42.35
2646,1399,2023-05-12,Cartão de Crédito,Entregue,251,0,8.46
2647,3112,2026-01-29,Pix,Entregue,102,30,37.46
2648,410,2026-01-26,Pix,Entregue,110,30,23.42
2649,4691,2025-02-13,Pix,Entregue,262,25,12.07
2650,1196,2023-07-18,Pix,Entregue,234,10,36.12
2651,610,2023-10-05,Cartão de Crédito,Entregue,110,15,32.91
2652,3832,2020-12-27,Cartão de Crédito,Enviado,231,0,16.59
2653,2862,2021-08-31,Pix,Entregue,260,15,35.87
2654,4451,2024-11-12,Pix,Entregue,48,10,32.67
2655,1195,2021-04-19,Cartão de Crédito,Entregue,259,15,30.64
2656,4757,2023-10-07,Cartão de Crédito,Entregue,251,10,28.3
2657,3691,2022-12-16,Pix,Entregue,258,30,10.15
2658,3358,2022-10-12,Cartão de Débito,Entregue,221,20,20.85
2659,4210,2025-08-14,Cartão de Crédito,Entregue,255,15,10.41
2660,4572,2020-06-16,Pix,Entregue,149,10,27.75
2661,405,2025-11-18,Pix,Entregue,259,15,22.83
2662,3856,2021-11-20,Pix,Pendente,43,5,34.18
2663,3528,2023-02-13,Pix,Entregue,251,0,24.34
2664,2671,2021-10-26,Cartão de Crédito,Entregue,61,25,18.7
2665,1604,2022-02-09,Cartão de Débito,Entregue,253,15,17.48
2666,869,2021-08-28,Cartão de Crédito,Enviado,123,0,25.35
2667,1786,2020-04-03,Pix,Enviado,178,0,17.23
2668,953,2021-11-08,Pix,Entregue,134,0,28.18
2669,3562,2020-03-20,Boleto,Enviado,259,15,30.51
2670,3609,2023-12-16,Pix,Pago,253,0,43.9
2671,4813,2020-03-28,Pix,Pago,110,20,14.29
2672,3742,2022-06-08,Cartão de Débito,Entregue,120,25,41.33
2673,1244,2022-11-17,Boleto,Entregue,81,15,25.79
2674,539,2021-02-23,Cartão de Débito,Enviado,212,25,28.37
2675,400,2021-02-25,Cartão de Crédito,Enviado,240,20,23.36
2676,3437,2020-01-06,Boleto,Entregue,260,20,20.7
2677,2749,2022-11-30,Boleto,Pago,18,0,32.85
2678,3270,2025-04-13,Cartão de Crédito,Entregue,131,15,16.14
2679,2417,2025-09-08,Pix,Pago,189,30,40.63
2680,2119,2026-02-01,Pix,Entregue,169,0,12.1
2681,4268,2025-03-27,Pix,Entregue,133,0,15.68
2682,4523,2025-10-04,Cartão de Crédito,Pago,251,0,38.78
2683,3013,2021-02-15,Pix,Pago,255,5,18.74
2684,2801,2024-02-06,Cartão de Crédito,Pendente,99,20,13.57
2685,840,2025-06-11,Pix,Cancelado,251,25,33.6
2686,2823,2021-12-08,Boleto,Entregue,181,0,12.78
2687,4910,2025-01-23,Pix,Entregue,81,0,43.47
2688,4739,2022-05-19,Cartão de Crédito,Entregue,54,0,9.76
2689,940,2020-05-06,Cartão de Crédito,Entregue,248,15,14.88
2690,4492,2024-01-07,Pix,Entregue,187,30,16.51
2691,1757,2022-01-12,Cartão de Crédito,Pendente,105,25,36.6
2692,3876,2024-06-21,Pix,Entregue,101,0,28.5
2693,598,2021-11-11,Pix,Entregue,98,25,17.68
2694,4173,2022-12-22,Cartão de Crédito,Entregue,154,0,13.36
2695,4694,2023-04-01,Cartão de Crédito,Entregue,108,10,27.43
2696,2151,2021-12-26,Pix,Enviado,253,0,17.5
2697,1798,2022-04-11,Pix,Entregue,111,25,22.92
2698,1084,2022-05-16,Pix,Enviado,133,0,41.16
2699,3839,2024-12-12,Pix,Entregue,87,25,28.78
2700,4582,2024-06-06,Pix,Pendente,257,5,28.84
2701,4624,2020-12-09,Cartão de Débito,Enviado,227,0,24.37
2702,2976,2020-05-30,Pix,Entregue,41,20,12.93
2703,1452,2023-06-22,Pix,Pendente,185,10,40.25
2704,2200,2025-01-26,Pix,Entregue,106,5,17.03
2705,28,2020-12-31,Pix,Entregue,251,30,31.94
2706,2932,2022-09-30,Cartão de Crédito,Entregue,255,0,32.19
2707,2530,2020-10-09,Boleto,Entregue,74,0,38.34
2708,3674,2023-03-31,Cartão de Crédito,Entregue,260,25,26.05
2709,3355,2022-01-28,Pix,Entregue,108,0,13.22
2710,425,2021-04-29,Cartão de Crédito,Entregue,251,10,22.39
2711,3561,2023-05-07,Pix,Entregue,101,0,12.42
2712,4046,2022-01-09,Pix,Cancelado,259,0,11.73
2713,4881,2023-03-13,Boleto,Enviado,111,20,9.99
2714,4724,2022-03-27,Cartão de Débito,Pago,245,30,35.04
2715,3277,2023-10-26,Cartão de Crédito,Entregue,19,10,43.34
2716,2086,2021-01-26,Boleto,Entregue,48,0,25.04
2717,240,2020-07-03,Cartão de Débito,Pago,96,0,14.78
2718,1858,2024-12-18,Cartão de Débito,Entregue,175,10,26.79
2719,2173,2021-11-30,Cartão de Débito,Entregue,92,0,19.41
2720,4722,2023-12-01,Cartão de Crédito,Entregue,31,0,12.95
2721,4771,2020-05-18,Cartão de Crédito,Entregue,83,10,33.85
2722,2576,2022-01-31,Pix,Entregue,129,20,26.14
2723,3344,2024-03-16,Pix,Entregue,124,25,11.75
2724,931,2021-01-21,Pix,Enviado,248,0,19.5
2725,1672,2021-12-10,Cartão de Débito,Entregue,101,30,27.37
2726,437,2020-12-13,Cartão de Débito,Entregue,251,10,25.29
2727,791,2023-01-27,Cartão de Crédito,Entregue,91,0,14.39
2728,3915,2020-02-05,Cartão de Crédito,Entregue,221,25,27.14
2729,2249,2021-12-31,Pix,Entregue,157,0,31.28
2730,13,2025-06-04,Cartão de Crédito,Entregue,121,5,33.93
2731,2479,2023-02-07,Boleto,Pago,105,0,28.31
2732,4876,2025-08-16,Pix,Entregue,251,0,24.68
2733,4524,2023-02-04,Cartão de Crédito,Entregue,82,10,37.88
2734,2837,2022-08-18,Pix,Pendente,146,0,38.95
2735,134,2020-02-26,Cartão de Crédito,Entregue,151,25,35.04
2736,4994,2021-08-26,Pix,Entregue,260,0,22.75
2737,1779,2021-12-15,Pix,Entregue,51,10,17.58
2738,4226,2022-05-27,Cartão de Crédito,Entregue,230,30,29.61
2739,1570,2021-06-03,Pix,Enviado,260,20,12.42
2740,3277,2022-03-17,Pix,Entregue,259,25,42.66
2741,2927,2023-05-21,Cartão de Crédito,Entregue,181,10,44.65
2742,1789,2025-07-06,Pix,Entregue,189,5,36.98
2743,428,2024-06-27,Cartão de Débito,Entregue,158,25,26.04
2744,767,2023-07-23,Pix,Cancelado,171,30,15.84
2745,4868,2023-03-31,Cartão de Débito,Cancelado,154,0,25.14
2746,4432,2020-05-27,Pix,Entregue,98,0,35.91
2747,2011,2025-01-03,Cartão de Débito,Entregue,251,0,10.35
2748,2411,2025-05-19,Cartão de Débito,Entregue,181,10,40.06
2749,4022,2021-05-24,Cartão de Crédito,Pendente,54,30,9.94
2750,4716,2021-07-09,Pix,Pendente,187,30,15.93
2751,987,2023-08-04,Pix,Enviado,58,5,10.03
2752,2043,2024-12-11,Boleto,Entregue,131,0,37.41
2753,4433,2025-08-04,Boleto,Entregue,55,0,33.69
2754,4837,2021-08-09,Cartão de Débito,Entregue,191,30,22.66
2755,3769,2024-08-25,Cartão de Débito,Entregue,199,20,29.42
2756,2101,2023-01-21,Pix,Entregue,66,0,11.91
2757,1436,2023-08-15,Pix,Entregue,104,30,35.64
2758,1838,2020-03-08,Cartão de Crédito,Cancelado,256,0,25.94
2759,988,2022-12-27,Cartão de Crédito,Cancelado,181,5,28.06
2760,4774,2024-12-03,Pix,Entregue,254,10,23.07
2761,2715,2024-12-08,Pix,Entregue,108,30,16.59
2762,2379,2024-06-28,Cartão de Crédito,Enviado,116,25,35.82
2763,4891,2020-01-09,Boleto,Entregue,200,0,8.86
2764,4247,2021-10-02,Cartão de Crédito,Entregue,131,30,25.93
2765,1892,2021-09-06,Pix,Entregue,260,15,17.81
2766,3635,2025-10-25,Cartão de Débito,Entregue,197,25,38.21
2767,3211,2024-05-06,Cartão de Crédito,Entregue,178,0,33.2
2768,4992,2025-12-18,Pix,Pago,91,0,19.73
2769,4917,2020-10-13,Pix,Entregue,260,0,41.24
2770,3918,2020-11-03,Cartão de Crédito,Entregue,260,15,35.97
2771,3992,2022-01-20,Boleto,Entregue,111,0,40.08
2772,2174,2022-10-02,Pix,Entregue,185,0,13.68
2773,3822,2025-10-02,Pix,Entregue,181,10,9.86
2774,4384,2022-11-22,Cartão de Crédito,Entregue,222,20,26.3
2775,1257,2020-01-12,Boleto,Enviado,230,15,17.24
2776,3303,2026-01-19,Cartão de Crédito,Pendente,107,5,33.68
2777,3784,2024-01-29,Cartão de Crédito,Cancelado,35,25,14.09
2778,2036,2021-04-26,Pix,Entregue,159,15,17.96
2779,98,2022-10-09,Pix,Entregue,154,10,36.92
2780,3973,2025-10-31,Cartão de Crédito,Pendente,181,20,15.46
2781,3956,2023-05-09,Cartão de Débito,Cancelado,257,25,15.72
2782,1782,2024-06-26,Cartão de Débito,Entregue,256,0,33.12
2783,2967,2024-04-15,Pix,Entregue,106,30,19.13
2784,1918,2023-12-31,Cartão de Crédito,Entregue,141,30,31.49
2785,379,2023-12-05,Pix,Entregue,223,10,16.47
2786,1315,2024-09-24,Boleto,Entregue,161,10,20.08
2787,2056,2025-01-04,Pix,Entregue,160,15,9.86
2788,2622,2022-03-07,Cartão de Crédito,Cancelado,146,30,39.05
2789,2704,2020-11-15,Cartão de Débito,Entregue,255,25,18.58
2790,1481,2020-12-08,Cartão de Crédito,Entregue,174,15,25.07
2791,3058,2024-08-23,Pix,Entregue,110,25,34.12
2792,2636,2024-10-10,Pix,Entregue,104,15,38.22
2793,1952,2021-02-21,Pix,Entregue,48,20,9.45
2794,1652,2022-07-10,Cartão de Crédito,Entregue,181,15,39.48
2795,3227,2024-10-25,Cartão de Crédito,Entregue,41,0,9.29
2796,676,2020-01-01,Pix,Entregue,251,20,39.42
2797,2527,2020-10-11,Boleto,Entregue,50,20,20.79
2798,1326,2023-12-22,Pix,Pago,251,0,21.38
2799,4797,2021-10-02,Cartão de Crédito,Pago,201,20,41.6
2800,1556,2022-05-20,Cartão de Crédito,Enviado,221,25,40.66
2801,2406,2023-06-17,Pix,Entregue,45,20,17.82
2802,4486,2022-04-08,Pix,Entregue,251,15,39.59
2803,845,2025-06-30,Cartão de Débito,Cancelado,106,5,24.74
2804,4597,2024-07-30,Cartão de Crédito,Entregue,55,5,30.55
2805,3221,2020-05-11,Cartão de Crédito,Pendente,255,20,15.97
2806,138,2020-10-05,Cartão de Crédito,Entregue,256,0,17.71
2807,2760,2024-02-05,Cartão de Débito,Entregue,181,10,29.06
2808,2956,2021-02-14,Boleto,Entregue,181,0,31.68
2809,3704,2020-10-25,Cartão de Crédito,Pago,187,0,10.47
2810,663,2020-06-14,Cartão de Crédito,Entregue,145,0,20.84
2811,2640,2022-12-26,Pix,Entregue,101,20,26.42
2812,270,2025-03-22,Pix,Entregue,28,25,13.24
2813,4717,2023-09-29,Cartão de Crédito,Entregue,259,25,25.88
2814,3660,2024-05-19,Cartão de Débito,Entregue,259,5,28.21
2815,3234,2021-10-22,Cartão de Crédito,Enviado,33,10,27.59
2816,585,2022-12-01,Cartão de Crédito,Entregue,143,0,17.21
2817,698,2026-01-26,Pix,Entregue,101,0,38.12
2818,2216,2022-06-05,Pix,Entregue,183,5,38.34
2819,450,2025-12-06,Cartão de Crédito,Entregue,169,30,22.51
2820,2880,2022-01-28,Cartão de Crédito,Entregue,34,15,33.65
2821,189,2020-12-20,Pix,Entregue,231,25,19.55
2822,1418,2021-01-04,Boleto,Entregue,41,5,26.84
2823,3688,2020-11-06,Pix,Pendente,51,5,32.59
2824,2077,2020-07-26,Cartão de Crédito,Cancelado,101,20,13.42
2825,2769,2023-12-09,Pix,Entregue,187,25,44.36
2826,4394,2023-12-29,Cartão de Débito,Cancelado,224,10,42.18
2827,4541,2025-06-27,Pix,Entregue,181,30,42.29
2828,173,2025-02-27,Pix,Pendente,102,15,43.06
2829,2450,2026-02-10,Cartão de Débito,Entregue,255,20,40.77
2830,590,2025-08-21,Cartão de Crédito,Entregue,171,0,34.98
2831,3198,2020-07-17,Pix,Entregue,49,25,23.45
2832,1247,2024-07-18,Cartão de Crédito,Enviado,98,10,34.28
2833,2026,2021-12-10,Boleto,Entregue,171,5,12.66
2834,1662,2023-05-10,Cartão de Débito,Entregue,225,20,34.37
2835,3237,2022-05-08,Pix,Entregue,121,25,40.25
2836,2618,2023-05-17,Pix,Entregue,163,5,43.98
2837,30,2025-08-08,Pix,Entregue,188,0,42.5
2838,3374,2022-11-07,Cartão de Crédito,Pago,134,20,33.6
2839,2422,2023-09-26,Cartão de Débito,Entregue,200,0,36.81
2840,2841,2025-10-22,Pix,Entregue,105,25,34.63
2841,2325,2022-11-08,Boleto,Entregue,143,0,23.01
2842,4561,2022-02-26,Pix,Entregue,251,25,11.8
2843,2834,2023-01-09,Boleto,Entregue,181,10,28.92
2844,4176,2022-03-04,Cartão de Débito,Pago,259,5,20.46
2845,3654,2022-12-07,Pix,Entregue,156,10,26.21
2846,2782,2025-12-02,Cartão de Crédito,Enviado,99,0,14.02
2847,1232,2022-05-29,Boleto,Cancelado,152,5,16.37
2848,270,2020-08-10,Cartão de Crédito,Entregue,252,5,22.91
2849,1547,2024-07-25,Cartão de Crédito,Pendente,95,0,30.41
2850,2537,2023-04-18,Pix,Entregue,117,20,26.43
2851,1280,2026-01-27,Cartão de Crédito,Entregue,185,0,22.71
2852,2453,2022-01-26,Cartão de Crédito,Entregue,118,10,35.07
2853,3805,2025-02-12,Boleto,Entregue,253,0,10.61
2854,2215,2025-07-16,Pix,Cancelado,41,25,33.32
2855,1641,2025-10-04,Cartão de Crédito,Pago,190,5,16.18
2856,4358,2021-09-20,Pix,Entregue,260,10,26.02
2857,2983,2024-11-07,Boleto,Entregue,252,5,36.63
2858,3980,2024-04-23,Pix,Entregue,237,15,32.87
