id_item,id_pedido,id_produto,quantidade,valor_unitario
4340,2158,161,2,195.02
4341,2159,159,1,1319.51
4342,2160,95,4,177.86
4343,2160,102,1,206.86
4344,2161,58,4,103.03
4345,2161,76,1,982.27
4346,2162,241,1,732.52
4347,2162,160,2,114.44
4348,2163,207,3,87.26
4349,2163,48,1,556.82
4350,2163,292,2,1428.92
4351,2163,108,3,1010.33
4352,2163,24,1,5274.85
4353,2164,119,4,2548.26
4354,2164,26,4,302.11
4355,2165,147,2,559.62
4356,2165,96,1,2032.69
4357,2165,196,2,3110.32
4358,2166,263,3,91.6
4359,2166,197,3,3704.65
4360,2167,144,1,221.82
4361,2167,278,3,350.53
4362,2168,248,1,4058.13
4363,2168,293,2,309.24
4364,2169,129,2,693.56
4365,2169,122,3,1008.17
4366,2170,195,3,1279.52
4367,2170,230,1,270.92
4368,2170,97,3,1884.92
4369,2171,271,2,700.09
4370,2171,130,2,1179.21
4371,2171,97,2,1781.03
4372,2172,256,4,1507.96
4373,2173,278,2,370.8
4374,2174,56,4,2496.41
4375,2174,134,1,235.43
4376,2175,290,4,183.03
4377,2176,141,3,305.77
4378,2176,300,4,338.21
4379,2177,170,2,4209.29
4380,2177,219,1,512.62
4381,2178,119,3,2262.12
4382,2179,101,4,221.28
4383,2180,74,4,839.25
4384,2180,100,4,1861.07
4385,2181,26,1,338.88
4386,2182,8,2,1245.83
4387,2182,148,2,4638.04
4388,2182,4,4,56.3
4389,2183,165,4,80.65
4390,2183,188,3,187.84
4391,2184,129,4,591.38
4392,2185,208,3,1095.91
4393,2186,296,3,1092.14
4394,2186,177,2,179.46
4395,2187,78,3,67.99
4396,2188,266,1,1275.27
4397,2188,298,4,631.7
4398,2188,269,2,2430.16
4399,2189,91,4,4090.59
4400,2189,167,4,3872.07
4401,2190,32,4,44.68
4402,2190,20,4,1293.99
4403,2191,207,4,75.09
4404,2192,32,1,44.18
4405,2193,146,3,524.65
4406,2194,63,3,3592.23
4407,2194,16,4,1794.63
4408,2194,283,1,2202.62
4409,2194,275,4,729.31
4410,2194,140,3,4459.47
4411,2195,164,3,226.69
4412,2195,234,4,167.27
4413,2195,25,1,1827.58
4414,2196,119,3,2586.44
4415,2197,149,4,337.2
4416,2198,1,4,1303.2
4417,2198,121,2,105.82
4418,2199,69,1,2449.13
4419,2199,238,4,1317.33
4420,2199,133,1,586.16
4421,2199,100,1,1886.22
4422,2199,161,1,171.35
4423,2200,234,3,170.97
4424,2201,63,3,3720.68
4425,2201,214,4,2044.62
4426,2202,1,3,1545.35
4427,2203,210,1,311.54
4428,2204,222,1,1978.45
4429,2204,58,4,91.65
4430,2205,153,2,350.11
4431,2206,169,3,836.1
4432,2207,118,3,2688.62
4433,2208,185,2,562.97
4434,2208,8,2,1222.68
4435,2209,25,2,1815.45
4436,2210,215,4,1249.55
4437,2211,107,4,42.05
4438,2211,196,4,3042.63
4439,2212,202,2,314.71
4440,2212,285,2,398.28
4441,2212,79,4,928.4
4442,2213,129,4,589.23
4443,2213,103,2,1256.58
4444,2213,156,3,63.48
4445,2213,4,1,57.4
4446,2214,133,2,595.23
4447,2214,238,2,1287.47
4448,2215,20,3,1389.69
4449,2215,233,4,321.94
4450,2216,147,4,613.1
4451,2216,263,3,80.32
4452,2216,146,3,587.12
4453,2217,264,4,1037.96
4454,2217,237,4,98.6
4455,2217,9,1,4111.31
4456,2218,77,2,275.37
4457,2218,253,1,123.37
4458,2219,95,2,177.73
4459,2219,136,1,2705.52
4460,2220,47,2,402.89
4461,2220,153,4,319.85
4462,2220,141,1,307.51
4463,2221,172,3,684.04
4464,2221,54,2,326.73
4465,2222,28,1,34.09
4466,2222,296,3,1023.8
4467,2223,251,1,4422.73
4468,2224,207,4,76.2
4469,2224,190,4,325.49
4470,2224,93,1,240.69
4471,2224,263,1,84.68
4472,2225,162,3,205.95
4473,2225,121,3,101.55
4474,2226,233,3,287.42
4475,2227,206,4,388.22
4476,2227,104,2,687.33
4477,2228,115,4,351.64
4478,2228,70,4,1762.4
4479,2228,22,4,247.37
4480,2229,56,3,2881.33
4481,2230,142,4,953.23
4482,2231,278,3,361.47
4483,2231,276,4,3054.78
4484,2232,202,1,369.56
4485,2232,45,3,348.34
4486,2233,57,3,4582.72
4487,2233,81,4,205.7
4488,2233,257,4,71.58
4489,2233,102,3,214.01
4490,2234,23,1,160.34
4491,2234,66,2,2135.0
4492,2235,92,4,180.54
4493,2236,19,1,1532.96
4494,2236,242,1,268.76
4495,2237,185,2,582.86
4496,2237,5,1,128.04
4497,2238,46,3,2209.28
4498,2238,196,1,2606.59
4499,2238,250,2,1080.43
4500,2238,240,2,1736.83
4501,2238,256,1,1485.86
4502,2239,65,3,149.83
4503,2239,93,1,209.43
4504,2240,233,3,309.47
4505,2241,294,4,245.2
4506,2241,171,3,68.47
4507,2242,242,1,304.93
4508,2242,30,3,91.75
4509,2243,159,1,1417.68
4510,2243,245,2,1100.62
4511,2244,156,3,53.76
4512,2244,121,2,105.58
4513,2245,81,3,229.11
4514,2245,270,4,509.62
4515,2245,117,3,259.15
4516,2246,154,2,3301.37
4517,2247,255,3,1971.49
4518,2247,5,1,132.92
4519,2248,225,1,2336.64
4520,2249,210,1,285.49
4521,2249,268,4,1567.85
4522,2249,285,4,386.4
4523,2249,223,2,886.67
4524,2250,95,2,171.43
4525,2251,293,3,343.34
4526,2251,122,2,878.26
4527,2252,14,4,1410.98
4528,2253,125,4,1455.09
4529,2253,141,2,269.79
4530,2254,35,2,62.32
4531,2254,177,2,158.31
4532,2255,213,3,1717.58
4533,2255,158,1,493.06
4534,2256,298,1,580.75
4535,2256,289,2,826.36
4536,2256,32,3,42.64
4537,2257,2,1,294.93
4538,2258,66,1,2336.63
4539,2258,219,4,470.79
4540,2259,22,3,238.87
4541,2260,89,4,445.7
4542,2260,166,1,101.88
4543,2261,121,3,92.81
4544,2262,102,4,209.84
4545,2263,239,3,321.45
4546,2264,57,4,4110.37
4547,2265,81,4,240.42
4548,2266,268,3,1507.59
4549,2266,216,4,887.34
4550,2267,121,2,95.86
4551,2267,38,1,1613.92
4552,2267,272,1,1381.25
4553,2268,266,3,1269.55
4554,2268,280,2,717.43
4555,2269,246,3,46.85
4556,2269,57,2,4485.15
4557,2269,64,4,1651.18
4558,2270,38,3,1636.82
4559,2270,89,2,405.22
4560,2270,181,3,61.4
4561,2270,287,4,334.7
4562,2270,132,2,837.11
4563,2271,300,2,347.08
4564,2272,74,1,884.56
4565,2272,122,2,913.9
4566,2273,233,1,303.77
4567,2274,157,3,2629.5
4568,2275,282,4,2996.78
4569,2275,244,1,82.67
4570,2275,205,2,2372.43
4571,2276,47,3,393.0
4572,2276,206,4,390.32
4573,2277,197,2,3893.29
4574,2277,145,2,372.86
4575,2277,300,3,323.8
4576,2278,36,4,134.53
4577,2278,296,4,1176.31
4578,2279,37,3,53.51
4579,2279,185,1,581.19
4580,2280,16,2,1780.34
4581,2280,5,2,118.32
4582,2281,53,2,79.35
4583,2281,99,4,4097.39
4584,2282,60,1,1028.48
4585,2282,125,4,1277.31
4586,2283,294,1,234.24
4587,2283,12,2,942.82
4588,2284,13,4,4450.28
4589,2284,289,4,808.93
4590,2284,294,3,235.42
4591,2284,33,4,275.31
4592,2285,117,2,258.17
4593,2285,175,2,2677.93
4594,2285,263,4,95.44
4595,2286,143,4,543.58
4596,2287,206,1,386.64
4597,2288,177,2,157.4
4598,2289,168,1,49.24
4599,2289,25,1,2042.75
4600,2289,2,1,289.69
4601,2290,125,4,1429.69
4602,2290,157,1,2936.93
4603,2291,214,2,2064.2
4604,2292,146,4,570.97
4605,2293,133,4,545.5
4606,2294,237,3,102.77
4607,2294,5,3,128.86
4608,2294,105,1,3407.15
4609,2295,53,2,81.0
4610,2296,200,2,322.35
4611,2296,246,2,42.37
4612,2296,12,1,1051.51
4613,2296,6,2,1262.69
4614,2297,189,2,531.95
4615,2297,49,4,1382.1
4616,2297,250,4,1166.84
4617,2297,97,1,1596.33
4618,2298,229,4,2010.44
4619,2298,53,2,89.71
4620,2299,4,1,61.93
4621,2299,142,3,968.64
4622,2300,291,3,135.06
4623,2300,8,1,1260.52
4624,2300,122,4,845.84
4625,2300,178,2,252.09
4626,2301,40,2,161.81
4627,2302,80,3,77.38
4628,2303,204,3,1223.91
4629,2304,158,2,454.69
4630,2304,8,2,1276.6
4631,2305,263,4,93.5
4632,2305,18,4,247.4
4633,2306,281,4,1310.28
4634,2307,143,1,579.51
4635,2308,39,3,321.16
4636,2309,191,3,230.78
4637,2310,3,3,307.29
4638,2311,142,2,900.34
4639,2311,61,4,1773.67
4640,2312,62,4,147.45
4641,2312,128,1,428.61
4642,2312,83,2,2930.21
4643,2313,242,3,306.48
4644,2314,41,4,3995.3
4645,2314,270,3,597.44
4646,2314,39,2,339.51
4647,2315,26,3,333.3
4648,2315,4,4,53.75
4649,2315,8,3,1325.19
4650,2316,280,2,649.61
4651,2316,37,3,53.14
4652,2317,2,4,255.62
4653,2317,232,4,435.79
4654,2318,169,4,779.49
4655,2318,256,2,1627.92
4656,2319,197,2,4108.31
4657,2319,274,3,736.74
4658,2320,291,2,125.21
4659,2320,268,3,1403.69
4660,2320,82,3,77.29
4661,2321,199,2,123.59
4662,2321,125,2,1314.14
4663,2322,252,4,111.53
4664,2322,29,1,121.88
4665,2322,52,2,2076.99
4666,2322,232,1,476.98
4667,2323,278,4,374.8
4668,2323,112,2,294.07
4669,2324,166,4,113.27
4670,2324,2,2,285.96
4671,2325,188,3,170.01
4672,2325,151,4,1061.75
4673,2326,286,3,198.44
4674,2326,140,4,4433.83
4675,2327,27,2,1614.16
4676,2327,208,2,1039.9
4677,2327,219,1,487.55
4678,2327,202,1,355.44
4679,2327,20,4,1275.02
4680,2328,22,1,225.4
4681,2329,297,3,316.32
4682,2330,175,4,2810.87
4683,2330,176,4,4931.9
4684,2330,17,1,313.42
4685,2331,20,2,1411.37
4686,2332,24,4,5002.48
4687,2332,249,4,955.78
4688,2332,227,1,2396.8
4689,2333,58,4,98.42
4690,2334,280,3,671.65
4691,2334,241,2,677.55
4692,2335,286,3,194.47
4693,2335,201,4,383.91
4694,2335,268,2,1451.97
4695,2336,196,4,2962.99
4696,2336,232,1,448.73
4697,2337,162,4,242.68
4698,2337,258,2,265.34
4699,2337,51,3,471.23
4700,2338,268,4,1562.06
4701,2338,118,3,2794.47
4702,2339,233,1,333.29
4703,2340,220,4,613.37
4704,2340,299,2,1883.84
4705,2340,144,3,189.91
4706,2341,109,1,2151.26
4707,2342,261,2,58.89
4708,2343,271,3,610.26
4709,2344,19,3,1414.21
4710,2344,196,3,2773.85
4711,2345,93,2,204.18
4712,2345,7,2,736.46
4713,2346,38,3,1604.4
4714,2346,104,3,749.97
4715,2346,196,4,2813.6
4716,2347,100,3,1862.03
4717,2347,13,4,4499.68
4718,2347,259,3,196.61
4719,2348,170,1,4540.07
4720,2348,76,4,960.21
4721,2348,51,2,534.87
4722,2349,25,1,2083.76
4723,2349,158,2,462.29
4724,2349,226,4,968.46
4725,2350,133,1,594.56
4726,2350,153,1,338.48
4727,2351,117,2,259.73
4728,2351,216,1,1017.36
4729,2351,269,4,2372.99
4730,2352,44,3,1535.8
4731,2353,140,4,4742.89
4732,2353,174,3,1043.46
4733,2354,212,1,318.4
4734,2354,300,2,349.97
4735,2355,129,4,618.67
4736,2355,24,4,4862.17
4737,2355,87,3,3356.19
4738,2356,134,2,227.41
4739,2356,4,1,53.89
4740,2356,45,2,324.99
4741,2357,74,3,902.88
4742,2358,291,2,142.88
4743,2358,287,4,283.99
4744,2359,300,1,359.87
4745,2360,158,2,532.95
4746,2361,188,2,201.27
4747,2361,276,1,2570.15
4748,2361,271,3,684.94
4749,2361,289,1,845.94
4750,2362,285,4,416.94
4751,2363,87,4,3879.92
4752,2363,226,4,913.93
4753,2364,227,2,2225.18
4754,2364,144,1,204.55
4755,2364,131,4,117.15
4756,2364,274,2,620.13
4757,2364,51,3,564.44
4758,2365,210,1,312.0
4759,2366,218,2,204.44
4760,2367,75,2,37.37
4761,2367,83,3,3325.11
4762,2368,127,1,380.7
4763,2368,75,4,34.04
4764,2369,204,2,1277.89
4765,2370,252,3,120.17
4766,2371,85,3,301.24
4767,2371,13,4,5107.81
4768,2371,12,2,1053.25
4769,2372,55,2,1331.38
4770,2373,82,2,73.14
4771,2374,48,1,502.29
4772,2374,283,2,2161.45
4773,2375,270,4,519.69
4774,2376,100,2,2049.28
4775,2376,68,2,36.79
4776,2377,97,4,1676.76
4777,2377,199,4,130.96
4778,2378,299,2,1936.92
4779,2378,167,2,3683.56
4780,2379,232,2,426.98
4781,2379,82,1,83.88
4782,2379,24,2,4876.91
4783,2380,237,2,95.95
4784,2380,55,4,1267.74
4785,2381,229,1,2292.26
4786,2381,193,2,72.22
4787,2382,237,1,104.01
4788,2382,134,4,234.22
4789,2383,281,1,1398.11
4790,2383,295,1,4259.53
4791,2384,125,4,1279.19
4792,2385,73,4,1304.2
4793,2385,292,4,1405.04
4794,2385,63,3,4099.54
4795,2385,177,1,173.77
4796,2385,82,4,80.73
4797,2386,209,2,4262.02
4798,2386,296,3,1078.63
4799,2387,297,2,305.73
4800,2387,230,3,261.7
4801,2388,215,3,1388.02
4802,2388,274,3,617.95
4803,2388,212,3,299.95
4804,2388,180,3,263.7
4805,2388,9,4,4034.1
4806,2389,57,4,3884.45
4807,2389,298,1,589.69
4808,2389,294,4,237.55
4809,2390,231,2,246.85
4810,2391,143,4,633.07
4811,2391,128,4,491.79
4812,2392,106,1,202.68
4813,2392,42,4,3254.5
4814,2393,75,1,41.22
4815,2393,122,3,922.61
4816,2394,178,4,256.55
4817,2395,165,3,84.7
4818,2396,187,1,77.51
4819,2396,43,3,105.4
4820,2397,139,1,1123.88
4821,2397,140,4,4439.05
4822,2398,176,3,4380.22
4823,2399,251,2,4366.26
4824,2399,150,2,142.85
4825,2400,293,1,331.17
4826,2401,3,1,323.5
4827,2402,246,1,48.05
4828,2403,200,1,335.0
4829,2403,273,4,1000.61
4830,2404,93,1,215.49
4831,2405,141,3,305.97
4832,2406,216,3,975.45
4833,2406,290,4,169.97
4834,2406,73,2,1389.79
4835,2407,281,1,1327.14
4836,2407,110,3,338.26
4837,2408,93,1,239.8
4838,2409,20,2,1270.92
4839,2409,253,4,110.98
4840,2410,105,3,3863.36
4841,2410,260,2,160.49
4842,2410,239,1,316.82
4843,2410,43,4,94.91
4844,2410,199,2,133.06
4845,2411,217,4,3289.12
4846,2411,146,1,605.82
4847,2411,227,3,2622.75
4848,2411,253,1,107.18
4849,2412,179,3,30.95
4850,2412,99,1,4572.1
4851,2413,23,1,189.54
4852,2414,64,1,1568.86
4853,2414,227,1,2639.69
4854,2414,1,3,1392.69
4855,2415,80,2,76.39
4856,2416,69,4,2298.98
4857,2416,168,4,52.48
4858,2416,242,3,292.39
4859,2417,53,1,87.85
4860,2417,220,2,532.01
4861,2417,72,4,2644.33
4862,2418,92,2,196.2
4863,2418,300,3,332.65
4864,2419,252,3,120.35
4865,2419,74,1,988.12
4866,2419,291,1,126.8
4867,2419,104,3,708.75
4868,2419,138,3,150.94
4869,2420,76,4,911.65
4870,2421,156,3,61.71
4871,2422,63,4,3575.0
4872,2422,206,4,372.84
4873,2423,28,3,32.13
4874,2423,106,1,201.33
4875,2423,233,1,314.2
4876,2424,284,4,304.85
4877,2425,79,4,946.64
4878,2425,198,1,291.75
4879,2425,217,3,3154.19
4880,2426,109,4,2183.13
4881,2427,173,3,35.87
4882,2427,237,1,90.59
4883,2428,126,3,1340.51
4884,2429,207,4,86.15
4885,2429,129,4,638.47
4886,2429,233,4,288.16
4887,2430,94,1,276.36
4888,2430,268,3,1515.59
4889,2431,274,3,707.11
4890,2432,249,1,1008.45
4891,2432,233,1,308.92
4892,2433,213,4,1527.76
4893,2433,36,2,131.41
4894,2433,161,2,196.33
4895,2433,299,3,1860.79
4896,2433,200,2,321.83
4897,2434,58,3,92.3
4898,2435,4,3,51.9
4899,2435,204,3,1372.75
4900,2435,101,4,198.81
4901,2436,33,1,281.24
4902,2437,75,1,39.33
4903,2437,180,4,256.53
4904,2438,11,1,3394.22
4905,2439,209,2,4210.5
4906,2439,299,3,2213.65
4907,2439,267,3,113.77
4908,2440,36,4,123.36
4909,2441,248,2,3994.93
4910,2442,131,2,102.64
4911,2442,49,4,1327.91
4912,2443,79,3,1046.76
4913,2443,277,4,668.77
4914,2443,160,2,108.22
4915,2444,171,3,64.61
4916,2444,54,3,291.91
4917,2444,208,1,1097.01
4918,2445,269,2,2763.95
4919,2445,165,3,81.65
4920,2446,115,1,299.1
4921,2447,69,2,2266.57
4922,2448,108,2,848.01
4923,2449,171,4,62.79
4924,2449,253,4,118.11
4925,2450,202,3,319.36
4926,2450,72,2,2515.69
4927,2451,158,2,449.79
4928,2452,246,2,46.47
4929,2453,117,3,235.96
4930,2454,237,4,100.11
4931,2455,131,1,117.04
4932,2455,58,3,98.15
4933,2455,11,4,3566.63
4934,2455,43,1,94.04
4935,2456,256,2,1604.79
4936,2457,188,4,183.97
4937,2457,151,4,1089.21
4938,2458,175,4,2605.05
4939,2459,74,3,952.35
4940,2459,236,1,222.05
4941,2460,7,1,690.44
4942,2460,227,3,2442.67
4943,2461,248,3,4107.78
4944,2462,130,1,1367.57
4945,2462,104,1,719.69
4946,2463,210,3,317.0
4947,2463,152,3,1900.11
4948,2463,246,1,47.45
4949,2464,159,2,1425.03
4950,2464,151,3,995.69
4951,2465,55,2,1281.81
4952,2465,256,2,1515.93
4953,2465,29,4,116.27
4954,2466,271,4,678.32
4955,2466,266,3,1318.37
4956,2467,90,1,367.83
4957,2467,263,3,92.92
4958,2468,40,2,137.48
4959,2468,182,4,1269.47
4960,2469,44,3,1589.67
4961,2470,228,4,3705.88
4962,2470,219,2,494.97
4963,2471,294,3,226.71
4964,2471,268,2,1363.52
4965,2472,274,1,635.01
4966,2472,210,2,276.19
4967,2472,157,1,2671.76
4968,2472,175,4,2684.8
4969,2473,196,3,2772.73
4970,2474,1,1,1372.37
4971,2475,226,2,946.52
4972,2476,286,3,216.41
4973,2476,183,4,97.37
4974,2476,107,2,41.64
4975,2477,114,4,105.77
4976,2478,231,3,248.12
4977,2479,159,1,1472.24
4978,2480,104,3,664.92
4979,2480,37,2,57.43
4980,2480,198,2,328.61
4981,2480,209,4,4552.7
4982,2481,207,3,78.63
4983,2481,249,2,952.38
4984,2482,115,2,340.76
4985,2482,199,4,114.35
4986,2483,177,3,156.97
4987,2483,254,4,315.27
4988,2483,68,1,37.96
4989,2484,117,2,278.69
4990,2485,115,1,331.82
4991,2486,122,3,971.6
4992,2487,174,4,1100.51
4993,2487,66,1,2064.96
4994,2487,170,1,4275.8
4995,2488,291,1,141.22
4996,2488,2,2,281.86
4997,2488,1,2,1549.23
4998,2489,213,3,1490.01
4999,2490,113,4,176.09
5000,2491,124,3,1022.1
5001,2492,76,4,872.21
5002,2493,150,3,150.12
5003,2493,247,1,1843.45
5004,2494,128,2,506.56
5005,2494,94,2,287.81
5006,2495,287,2,281.96
5007,2496,95,2,181.64
5008,2497,78,3,66.1
5009,2497,9,1,4071.42
5010,2497,295,4,4020.72
5011,2497,155,4,4199.8
5012,2498,268,4,1426.14
5013,2498,154,2,3260.3
5014,2499,167,4,3826.51
5015,2500,107,2,40.16
5016,2500,59,1,247.65
5017,2500,95,2,177.0
5018,2501,237,4,88.76
5019,2501,78,2,58.67
5020,2502,118,3,2760.26
5021,2502,139,1,1069.48
5022,2502,35,1,61.71
5023,2503,273,4,1077.21
5024,2503,145,1,323.6
5025,2504,175,4,2626.88
5026,2505,182,4,1362.16
5027,2505,139,1,1133.61
5028,2505,224,2,466.57
5029,2506,244,3,81.74
5030,2506,123,1,94.79
5031,2506,285,1,373.98
5032,2507,36,1,132.62
5033,2507,162,3,236.48
5034,2508,282,4,2650.56
5035,2509,93,1,210.95
5036,2510,150,1,138.18
5037,2511,80,2,74.77
5038,2511,263,1,95.52
5039,2512,153,4,344.19
5040,2512,262,2,1815.2
5041,2513,39,2,336.13
5042,2514,91,3,4048.85
5043,2514,118,3,2902.39
5044,2514,244,4,86.03
5045,2514,138,2,168.45
5046,2515,102,4,194.76
5047,2516,138,1,166.64
5048,2516,105,3,3513.0
5049,2516,247,3,1881.95
5050,2516,181,1,66.25
5051,2517,75,4,36.98
5052,2517,156,4,54.57
5053,2518,92,1,207.76
5054,2518,50,2,562.01
5055,2519,45,3,332.0
5056,2519,14,4,1432.96
5057,2519,201,3,346.28
5058,2520,168,4,48.64
5059,2520,95,4,190.14
5060,2520,211,2,1487.38
5061,2521,206,1,399.28
5062,2522,178,1,241.11
5063,2523,222,3,2156.9
5064,2524,74,2,940.22
5065,2524,215,4,1400.15
5066,2525,112,4,305.87
5067,2526,234,4,178.64
5068,2527,56,4,2791.21
5069,2527,182,3,1336.27
5070,2527,227,4,2625.16
5071,2528,128,4,423.73
5072,2528,174,1,1112.25
5073,2528,245,4,988.12
5074,2529,28,4,34.15
5075,2529,169,3,856.03
5076,2529,290,1,166.31
5077,2529,243,1,69.3
5078,2530,248,2,3871.98
5079,2531,227,3,2366.41
5080,2532,179,4,29.78
5081,2533,169,3,846.38
5082,2534,161,4,169.42
5083,2534,189,4,562.94
5084,2535,280,3,678.67
5085,2535,47,4,340.95
5086,2535,300,1,336.56
5087,2536,102,2,192.02
5088,2536,278,1,329.17
5089,2537,115,3,307.79
5090,2537,154,1,3155.08
5091,2537,80,4,73.13
5092,2538,283,3,2336.2
5093,2539,228,1,4451.06
5094,2539,190,4,284.98
5095,2540,84,4,3795.63
5096,2540,19,4,1432.47
5097,2541,121,3,92.41
5098,2542,209,4,4423.96
5099,2542,74,3,939.23
5100,2542,2,4,279.46
5101,2542,143,4,635.06
5102,2543,178,2,283.52
5103,2543,240,3,1721.12
5104,2544,128,4,442.89
5105,2544,142,1,868.9
5106,2545,264,1,1188.71
5107,2545,279,1,1077.8
5108,2546,218,4,224.43
5109,2546,191,4,221.37
5110,2547,214,1,2033.1
5111,2548,22,3,220.28
5112,2548,132,4,960.9
5113,2548,177,1,164.66
5114,2549,153,4,345.48
5115,2549,119,4,2586.16
5116,2550,13,1,5208.95
5117,2551,135,2,1368.09
5118,2551,153,1,353.2
5119,2551,151,3,1196.63
5120,2552,275,2,815.81
5121,2552,227,1,2361.08
5122,2552,253,2,109.74
5123,2552,166,2,104.33
5124,2552,216,4,979.27
5125,2553,53,3,81.4
5126,2554,18,1,224.31
5127,2555,108,1,923.48
5128,2556,48,3,520.05
5129,2556,159,4,1242.55
5130,2557,79,1,1016.36
5131,2557,31,4,1039.01
5132,2558,80,3,70.62
5133,2558,253,4,110.63
5134,2558,211,3,1350.33
5135,2559,235,1,135.21
5136,2559,295,2,4346.89
5137,2560,212,1,283.82
5138,2561,196,1,3010.85
5139,2562,273,1,1129.14
5140,2563,92,2,197.1
5141,2564,218,2,193.64
5142,2564,57,2,4259.71
5143,2564,173,3,42.26
5144,2564,270,2,543.2
5145,2564,118,4,2905.81
5146,2565,105,3,3598.4
5147,2566,118,3,2897.02
5148,2566,77,2,288.08
5149,2566,167,2,3658.79
5150,2566,274,1,673.77
5151,2567,73,4,1391.23
5152,2568,54,4,285.45
5153,2568,251,2,5172.4
5154,2569,220,3,547.09
5155,2570,128,1,495.19
5156,2571,104,4,690.97
5157,2571,78,2,62.7
5158,2572,136,1,2881.19
5159,2572,225,4,2376.16
5160,2572,156,3,60.2
5161,2573,191,1,216.91
5162,2573,278,4,366.08
5163,2574,174,2,961.06
5164,2574,217,1,3589.06
5165,2574,204,4,1164.88
5166,2575,253,1,119.25
5167,2575,99,2,4287.44
5168,2575,91,3,3889.0
5169,2576,73,1,1248.86
5170,2576,27,2,1573.44
5171,2576,210,4,321.79
5172,2577,292,4,1452.76
5173,2578,168,3,48.51
5174,2579,289,3,818.28
5175,2579,110,3,341.12
5176,2579,231,4,266.21
5177,2579,130,3,1373.12
5178,2580,237,1,92.06
5179,2580,25,3,1750.39
5180,2580,135,1,1521.17
5181,2581,84,1,3684.46
5182,2581,182,2,1249.69
5183,2581,113,2,161.9
5184,2582,158,2,504.29
5185,2582,14,2,1563.97
5186,2583,248,4,4457.43
5187,2583,10,4,229.05
5188,2584,241,3,730.7
5189,2585,244,4,89.78
5190,2586,272,4,1282.9
5191,2587,167,2,3519.11
5192,2587,201,3,365.11
5193,2588,20,3,1436.83
5194,2588,40,3,142.63
5195,2589,5,4,119.16
5196,2589,39,4,328.52
5197,2589,285,1,363.0
5198,2590,88,2,494.72
5199,2590,52,1,2156.44
5200,2591,150,1,141.52
5201,2592,33,2,273.13
5202,2592,18,2,256.62
5203,2592,79,1,1093.08
5204,2593,247,4,1702.37
5205,2593,137,3,4608.26
5206,2593,48,2,527.93
5207,2593,44,4,1694.35
5208,2593,74,1,910.06
5209,2594,213,4,1773.38
5210,2594,5,2,117.22
5211,2595,160,1,109.18
5212,2596,60,1,1075.39
5213,2596,215,3,1428.86
5214,2597,149,4,347.79
5215,2597,279,4,1149.63
5216,2597,229,2,2124.41
5217,2597,138,4,159.61
5218,2597,165,2,76.19
5219,2598,149,1,307.47
5220,2599,202,3,313.85
5221,2599,93,1,221.75
5222,2600,2,2,289.0
5223,2601,116,2,216.88
5224,2601,6,1,1420.97
5225,2601,57,4,4448.1
5226,2602,196,3,2844.12
5227,2602,114,1,114.54
5228,2603,130,1,1246.57
5229,2604,168,2,56.92
5230,2605,171,4,61.04
5231,2606,115,4,333.34
5232,2606,258,4,280.27
5233,2607,284,4,317.51
5234,2607,186,2,1089.4
5235,2607,98,1,2572.59
5236,2607,246,4,45.19
5237,2608,222,3,2269.96
5238,2609,210,3,287.77
5239,2609,295,4,3947.56
5240,2609,82,3,71.53
5241,2610,11,1,4097.39
5242,2610,81,2,222.68
5243,2611,71,2,187.74
5244,2611,256,1,1468.05
5245,2612,139,1,1026.05
5246,2612,244,3,77.64
5247,2613,42,3,3271.06
5248,2613,149,4,324.52
5249,2614,228,3,4340.12
5250,2615,231,1,260.84
5251,2616,129,4,622.64
5252,2617,128,2,487.35
5253,2617,267,1,116.32
5254,2617,31,1,1147.34
5255,2618,18,4,216.86
5256,2618,75,1,35.47
5257,2619,100,3,2023.56
5258,2619,234,3,169.52
5259,2620,171,1,61.19
5260,2621,186,3,1051.02
5261,2621,66,3,2038.22
5262,2622,217,4,3256.97
5263,2622,272,4,1253.69
5264,2623,23,2,165.37
5265,2623,177,3,179.97
5266,2624,88,3,585.29
5267,2625,192,4,4527.26
5268,2625,76,2,919.48
5269,2625,194,3,154.95
5270,2625,153,4,327.98
5271,2626,94,3,310.13
5272,2626,206,2,420.43
5273,2627,73,1,1433.56
5274,2628,41,2,3435.88
5275,2628,73,4,1268.51
5276,2629,15,2,4047.41
5277,2629,267,1,115.18
5278,2629,143,2,627.49
5279,2630,111,1,157.0
5280,2630,29,4,119.08
5281,2631,256,3,1505.61
5282,2631,230,2,272.49
5283,2631,300,3,310.77
5284,2631,53,3,78.18
5285,2632,197,1,4201.62
5286,2632,118,1,2701.37
5287,2633,198,2,277.98
5288,2633,125,2,1281.76
5289,2634,113,3,177.55
5290,2634,250,4,1159.54
5291,2635,182,2,1221.01
5292,2635,254,1,302.54
5293,2635,55,3,1233.23
5294,2635,80,3,77.64
5295,2635,127,4,414.92
5296,2636,124,3,1040.98
5297,2637,189,2,539.25
5298,2638,48,3,508.68
5299,2638,180,1,276.89
5300,2638,190,4,303.12
5301,2638,74,3,906.09
5302,2639,244,1,85.54
5303,2639,219,2,467.02
5304,2640,56,3,2734.11
5305,2640,103,2,1215.1
5306,2641,113,2,180.45
5307,2641,84,1,3509.83
5308,2642,17,2,295.65
5309,2643,118,1,2508.16
5310,2643,78,2,62.68
5311,2644,65,2,148.55
